,Name,Artist,Features,Streams,Week
9953,Sky Walker ,Miguel,Travis Scott,1756428,6/1/2018
9954,I Do ,Cardi B,SZA,1754741,6/1/2018
9955,Perfect,Ed Sheeran,,1743108,6/1/2018
9956,Drip ,Cardi B,Migos,1741396,6/1/2018
9957,Let You Down,NF,,1737234,6/1/2018
9958,No Role Modelz,J. Cole,,1734997,6/1/2018
9959,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,1725480,6/1/2018
9960,Hun43rd,A$AP Rocky,,1710887,6/1/2018
9961,Delicate,Taylor Swift,,1700303,6/1/2018
9962,What You Want,Belly,,1697937,6/1/2018
9963,1985 - Intro to “The Fall Off”,J. Cole,,1696811,6/1/2018
9964,Codeine Dreaming ,Kodak Black,Lil Wayne,1688239,6/1/2018
9965,Clout ,Ty Dolla $ign,21 Savage,1680955,6/1/2018
9966,Brotha Man,A$AP Rocky,,1680544,6/1/2018
9967,When It Rains It Pours,Luke Combs,,1676869,6/1/2018
9968,Jettski Grizzley ,Tee Grizzley,Lil Pump,1666189,6/1/2018
9969,Rubbin Off The Paint,YBN Nahmir,,1661275,6/1/2018
9970,Africa,Toto,,1647089,6/1/2018
9971,Shape of You,Ed Sheeran,,1641984,6/1/2018
9972,Go Flex,Post Malone,,1633449,6/1/2018
9973,Remind Me to Forget,Kygo,,1624870,6/1/2018
9974,Drowning ,A Boogie Wit da Hoodie,Kodak Black,1622982,6/1/2018
9975,Why,Shawn Mendes,,1611248,6/1/2018
9976,Singles You Up,Jordan Davis,,1610684,6/1/2018
9977,Passionfruit,Drake,,1609725,6/1/2018
9978,Particular Taste,Shawn Mendes,,1609715,6/1/2018
9979,Life Goes On,Lil Baby,,1601428,6/1/2018
9980,White Iverson,Post Malone,,1600061,6/1/2018
9981,Guatemala - From Swaecation,Rae Sremmurd,,1598427,6/1/2018
9982,Because I Had You,Shawn Mendes,,1587972,6/1/2018
9983,I Like Me Better,Lauv,,1583015,6/1/2018
9984,One Dance,Drake,,1579629,6/1/2018
9985,DNA.,Kendrick Lamar,,1579329,6/1/2018
9986,Everybody Dies In Their Nightmares,XXXTENTACION,,1541259,6/1/2018
9987,Sorry Not Sorry,Demi Lovato,,1539966,6/1/2018
9988,Mutual,Shawn Mendes,,1522955,6/1/2018
9989,Whatever It Takes,Imagine Dragons,,1516118,6/1/2018
9990,Changes,A$AP Rocky,,1504423,6/1/2018
9991,What Ifs,Kane Brown,,1500279,6/1/2018
9992,Beautiful,Bazzi,,1499306,6/1/2018
9993,Take Back Home Girl (Feat. Tori Kelly),Chris Lane,,1493238,6/1/2018
9994,Yours,Russell Dickerson,,1485213,6/1/2018
9995,1950,King Princess,,1483679,6/1/2018
9996,Familiar,Liam Payne,,1479139,6/1/2018
9997,Say Something,Justin Timberlake,,1474864,6/1/2018
9998,Flames,David Guetta,,1467032,6/1/2018
9999,Lucid Dreams,Juice WRLD,,12998575,6/15/2018
10000,All Mine,Kanye West,,9969978,6/15/2018
10001,Better Now,Post Malone,,9906921,6/15/2018
10002,Nice For What,Drake,,9721393,6/15/2018
10003,Yes Indeed,"Lil Baby, Drake",,9452550,6/15/2018
10004,I Like It,Cardi B,,9060052,6/15/2018
10005,Reborn,KIDS SEE GHOSTS,,8684955,6/15/2018
10006,Girls Like You ,Maroon 5,Cardi B,7720966,6/15/2018
10007,Psycho ,Post Malone,Ty Dolla $ign,7604605,6/15/2018
10008,I'm Upset,Drake,,6929749,6/15/2018
10009,God's Plan,Drake,,6899059,6/15/2018
10010,Feel The Love,KIDS SEE GHOSTS,,6562946,6/15/2018
10011,4th Dimension,KIDS SEE GHOSTS,,6548680,6/15/2018
10012,This Is America,Childish Gambino,,6383975,6/15/2018
10013,Taste ,Tyga,Offset,6265922,6/15/2018
10014,Ghost Town,Kanye West,,6233733,6/15/2018
10015,Look Alive ,BlocBoy JB,Drake,6216462,6/15/2018
10016,Yikes,Kanye West,,6159791,6/15/2018
10017,Back To You,Selena Gomez,,5917257,6/15/2018
10018,All Girls Are The Same,Juice WRLD,,5875488,6/15/2018
10019,Fire,KIDS SEE GHOSTS,,5552759,6/15/2018
10020,Freeee (Ghost Town Pt. 2),KIDS SEE GHOSTS,,5524481,6/15/2018
10021,rockstar ,Post Malone,21 Savage,5365665,6/15/2018
10022,Praise The Lord (Da Shine) ,A$AP Rocky,Skepta,5348500,6/15/2018
10023,no tears left to cry,Ariana Grande,,5190716,6/15/2018
10024,SAD!,XXXTENTACION,,5122496,6/15/2018
10025,lovely ,"Billie Eilish, Khalid",,5021163,6/15/2018
10026,Cudi Montage,KIDS SEE GHOSTS,,5005800,6/15/2018
10027,Kids See Ghosts,KIDS SEE GHOSTS,,4929081,6/15/2018
10028,Plug Walk,Rich The Kid,,4859805,6/15/2018
10029,Youngblood,5 Seconds of Summer,,4763139,6/15/2018
10030,Ric Flair Drip,"Offset, Metro Boomin",,4525194,6/15/2018
10031,Ball For Me ,Post Malone,Nicki Minaj,4518258,6/15/2018
10032,Playinwitme ,KYLE,Kehlani,4375623,6/15/2018
10033,Walk It Talk It,Migos,,4238290,6/15/2018
10034,OTW,Khalid,,4190144,6/15/2018
10035,Love Lies,"Khalid, Normani",,4154160,6/15/2018
10036,I Fall Apart,Post Malone,,4135021,6/15/2018
10037,Powerglide,"Rae Sremmurd, Juicy J",Juicy J,3968057,6/15/2018
10038,One Kiss ,"Calvin Harris, Dua Lipa, Dua Lipa",,3922119,6/15/2018
10039,JAPAN,Famous Dex,,3834537,6/15/2018
10040,Spoil My Night ,Post Malone,Swae Lee,3787196,6/15/2018
10041,Violent Crimes,Kanye West,,3781151,6/15/2018
10042,Candy Paint,Post Malone,,3774487,6/15/2018
10043,Call Out My Name,The Weeknd,,3769962,6/15/2018
10044,Meant to Be,"Bebe Rexha, Florida Georgia Line",Florida Georgia Line,3757574,6/15/2018
10045,Paranoid,Post Malone,,3723287,6/15/2018
10046,Shoota ,Playboi Carti,Lil Uzi Vert,3632350,6/15/2018
10047,Te Boté - Remix,Nio Garcia,,3626338,6/15/2018
10048,Wouldn't Leave,Kanye West,,3545967,6/15/2018
10049,Rich & Sad,Post Malone,,3399359,6/15/2018
10050,Stay,Post Malone,,3384309,6/15/2018
10051,Solo ,Clean Bandit,Demi Lovato,3369088,6/15/2018
10052,Mine,Bazzi,,3270294,6/15/2018
10053,Jackie Chan,"Tiesto, Dzeko",,3179763,6/15/2018
10054,KOD,J. Cole,,3159245,6/15/2018
10055,Watch ,Travis Scott,"Lil Uzi Vert, Kanye West",3137326,6/15/2018
10056,The Middle,"Zedd, Maren Morris, Grey",,3125736,6/15/2018
10057,Freaky Friday ,Lil Dicky,Chris Brown,3039578,6/15/2018
10058,Champion ,NAV,Travis Scott,3035323,6/15/2018
10059,All The Stars,"Kendrick Lamar, SZA",,3002408,6/15/2018
10060,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",,2983438,6/15/2018
10061,I Thought About Killing You,Kanye West,,2943566,6/15/2018
10062,TATI,6ix9ine,,2847964,6/15/2018
10063,XO TOUR Llif3,Lil Uzi Vert,,2841827,6/15/2018
10064,No Mistakes,Kanye West,,2808939,6/15/2018
10065,New Light,John Mayer,,2794464,6/15/2018
10066,FRIENDS,"Marshmello, Anne",,2747900,6/15/2018
10067,92 Explorer,Post Malone,,2739851,6/15/2018
10068,Moonlight,XXXTENTACION,,2706641,6/15/2018
10069,Stir Fry,Migos,,2669417,6/15/2018
10070,Somebody,The Chainsmokers,,2645348,6/15/2018
10071,Congratulations,Post Malone,,2642822,6/15/2018
10072,Youth feat. Khalid,Shawn Mendes,,2631188,6/15/2018
10073,Over Now,Post Malone,,2627819,6/15/2018
10074,In My Blood,Shawn Mendes,,2601199,6/15/2018
10075,PICK IT UP ,Famous Dex,A$AP Rocky,2566030,6/15/2018
10076,Simple,Florida Georgia Line,,2518290,6/15/2018
10077,Be Careful,Cardi B,,2517209,6/15/2018
10078,Red Roses ,Lil Skies,Landon Cube,2508738,6/15/2018
10079,HUMBLE.,Kendrick Lamar,,2494493,6/15/2018
10080,Chun-Li,Nicki Minaj,,2486101,6/15/2018
10081,Boo'd Up,Ella Mai,,2466140,6/15/2018
10082,2002,Anne-Marie,,2421208,6/15/2018
10083,Esskeetit,Lil Pump,,2405535,6/15/2018
10084,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,,2379245,6/15/2018
10085,Lust,Lil Skies,,2368764,6/15/2018
10086,Zack And Codeine,Post Malone,,2364746,6/15/2018
10087,Heaven,Kane Brown,,2333740,6/15/2018
10088,Jocelyn Flores,XXXTENTACION,,2310844,6/15/2018
10089,goosebumps,Travis Scott,,2281922,6/15/2018
10090,Young Dumb & Broke,Khalid,,2243933,6/15/2018
10091,Start Again ,OneRepublic,Logic,2228371,6/15/2018
10092,Same Bitches ,Post Malone,"G-Eazy, YG",2227817,6/15/2018
10093,Takin' Shots,Post Malone,,2222107,6/15/2018
10094,Nevermind,Dennis Lloyd,,2193686,6/15/2018
10095,X,"Nicky Jam, J Balvin",,2192480,6/15/2018
10096,FAKE LOVE,BTS,,2187870,6/15/2018
10097,Nowadays ,Lil Skies,Landon Cube,2183924,6/15/2018
10098,Bank Account,21 Savage,,2174605,6/15/2018
10099,Welcome to the Party,"Diplo, French Montana, Lil Pump",Zhavia Ward,2171153,6/15/2018
10100,Audio,Sia,,2160064,6/15/2018
10101,Havana ,Camila Cabello,Young Thug,2143691,6/15/2018
10102,1942,G-Eazy,,2138189,6/15/2018
10103,Lean Wit Me,Juice WRLD,,2114206,6/15/2018
10104,Tequila,Dan + Shay,,2101440,6/15/2018
10105,Location,Khalid,,2095935,6/15/2018
10106,Life Goes On,Lil Baby,,2072198,6/15/2018
10107,Plain Jane,A$AP Ferg,,2069209,6/15/2018
10108,Nervous,Shawn Mendes,,2042007,6/15/2018
10109,Fuck Love ,XXXTENTACION,Trippie Redd,2037112,6/15/2018
10110,Everyday,"Logic, Marshmello",,2019919,6/15/2018
10111,Bounce Out With That,YBN Nahmir,,1972694,6/15/2018
10112,Outside Today,YoungBoy Never Broke Again,,1968687,6/15/2018
10113,Bodak Yellow,Cardi B,,1953054,6/15/2018
10114,LOVE.,Kendrick Lamar,,1951988,6/15/2018
10115,New Freezer ,Rich The Kid,Kendrick Lamar,1926607,6/15/2018
10116,Bartier Cardi ,Cardi B,21 Savage,1915110,6/15/2018
10117,1-800-273-8255,Logic,,1908031,6/15/2018
10118,Betrayed,Lil Xan,,1891164,6/15/2018
10119,Thunder,Imagine Dragons,,1881699,6/15/2018
10120,BUTTERFLY EFFECT,Travis Scott,,1878954,6/15/2018
10121,I'll Be There,Jess Glynne,,1877055,6/15/2018
10122,Singles You Up,Jordan Davis,,1869761,6/15/2018
10123,Never Be the Same,Camila Cabello,,1861949,6/15/2018
10124,Otherside,Post Malone,,1860280,6/15/2018
10125,Creeping ,Lil Skies,Rich the Kid,1852147,6/15/2018
10126,Better Not ,Louis The Child,Wafia,1837618,6/15/2018
10127,You Make It Easy,Jason Aldean,,1835239,6/15/2018
10128,No Limit,G-Eazy,,1831810,6/15/2018
10129,changes,XXXTENTACION,,1826858,6/15/2018
10130,Pray For Me ,"The Weeknd, Kendrick Lamar",,1816860,6/15/2018
10131,Marry Me,Thomas Rhett,,1800351,6/15/2018
10132,Kevin’s Heart,J. Cole,,1790005,6/15/2018
10133,IDGAF,Dua Lipa,,1777836,6/15/2018
10134,Midsummer Madness,88rising,,1767917,6/15/2018
10135,Believer,Imagine Dragons,,1765515,6/15/2018
10136,Silence,Marshmello,,1752757,6/15/2018
10137,MotorSport,Migos,,1752738,6/15/2018
10138,ocean eyes,Billie Eilish,,1743367,6/15/2018
10139,I Like Me Better,Lauv,,1740318,6/15/2018
10140,Redbone,Childish Gambino,,1735369,6/15/2018
10141,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",,1717755,6/15/2018
10142,Blame It On Me,Post Malone,,1708466,6/15/2018
10143,Wanted You ,NAV,Lil Uzi Vert,1702782,6/15/2018
10144,Delicate,Taylor Swift,,1702072,6/15/2018
10145,Done for Me,Charlie Puth,,1692733,6/15/2018
10146,Unforgettable,French Montana,,1689952,6/15/2018
10147,When It Rains It Pours,Luke Combs,,1677758,6/15/2018
10148,Perfect,Ed Sheeran,,1677390,6/15/2018
10149,New Rules,Dua Lipa,,1673907,6/15/2018
10150,Remind Me to Forget,Kygo,,1670408,6/15/2018
10151,Flames,David Guetta,,1663975,6/15/2018
10152,Let You Down,NF,,1663813,6/15/2018
10153,Sugar Wraith,Post Malone,,1662941,6/15/2018
10154,I Get The Bag ,Gucci Mane,Migos,1660157,6/15/2018
10155,Africa,Toto,,1654725,6/15/2018
10156,Go Flex,Post Malone,,1652359,6/15/2018
10157,I Do ,Cardi B,SZA,1649095,6/15/2018
10158,Body Like A Back Road,Sam Hunt,,1644009,6/15/2018
10159,Sky Walker ,Miguel,Travis Scott,1643985,6/15/2018
10160,White Iverson,Post Malone,,1637925,6/15/2018
10161,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,1626018,6/15/2018
10162,No Role Modelz,J. Cole,,1611095,6/15/2018
10163,Beautiful Crazy,Luke Combs,,1603643,6/15/2018
10164,Codeine Dreaming ,Kodak Black,Lil Wayne,1602659,6/15/2018
10165,Drip ,Cardi B,Migos,1591396,6/15/2018
10166,Lost In Japan,Shawn Mendes,,1590668,6/15/2018
10167,Whatever It Takes,Imagine Dragons,,1566987,6/15/2018
10168,Shape of You,Ed Sheeran,,1553909,6/15/2018
10169,Jump ,"Julia Michaels, Trippie Redd, Trippie Redd",,1552745,6/15/2018
10170,The Night We Met,Lord Huron,,1545886,6/15/2018
10171,Guatemala - From Swaecation,Rae Sremmurd,,1530459,6/15/2018
10172,Drowning ,A Boogie Wit da Hoodie,Kodak Black,1516838,6/15/2018
10173,Sorry Not Sorry,Demi Lovato,,1515968,6/15/2018
10174,Rubbin Off The Paint,YBN Nahmir,,1507730,6/15/2018
10175,ATM,J. Cole,,1504008,6/15/2018
10176,One Number Away,Luke Combs,,1496459,6/15/2018
10177,What Ifs,Kane Brown,,1493677,6/15/2018
10178,Girls ,Rita Ora,"Cardi B, Bebe Rexha, Charli XCX",1489300,6/15/2018
10179,DNA.,Kendrick Lamar,,1481911,6/15/2018
10180,Everybody Dies In Their Nightmares,XXXTENTACION,,1476986,6/15/2018
10181,Hurricane,Luke Combs,,1474560,6/15/2018
10182,1950,King Princess,,1453523,6/15/2018
10183,GOTTI,6ix9ine,,1437966,6/15/2018
10184,Motiv8,J. Cole,,1428235,6/15/2018
10185,Rich Sex ,Nicki Minaj,Lil Wayne,1428165,6/15/2018
10186,If You Know You Know,Pusha T,,1423383,6/15/2018
10187,Black & White,Juice WRLD,,1421499,6/15/2018
10188,Clout ,Ty Dolla $ign,21 Savage,1416084,6/15/2018
10189,I Know You ,Lil Skies,Yung Pinch,1413746,6/15/2018
10190,All on Me,Devin Dawson,,1412960,6/15/2018
10191,Passionfruit,Drake,,1409583,6/15/2018
10192,Familiar,Liam Payne,,1408267,6/15/2018
10193,Jettski Grizzley ,Tee Grizzley,Lil Pump,1400903,6/15/2018
10194,Wait,Maroon 5,,1399488,6/15/2018
10195,Beautiful,Bazzi,,1391921,6/15/2018
10196,Eyes On You,Chase Rice,,1390575,6/15/2018
10197,"Woman, Amen",Dierks Bentley,,1386169,6/15/2018
10198,Losin Control,Russ,,1372499,6/15/2018
10199,SICKO MODE,Travis Scott,,19657392,8/10/2018
10200,In My Feelings,Drake,,16740738,8/10/2018
10201,STARGAZING,Travis Scott,,16135390,8/10/2018
10202,FEFE ,6ix9ine,"Nicki Minaj, Murda Beatz",13705250,8/10/2018
10203,CAROUSEL,Travis Scott,,10496055,8/10/2018
10204,Lucid Dreams,Juice WRLD,,10164183,8/10/2018
10205,YOSEMITE,Travis Scott,,9010555,8/10/2018
10206,R.I.P. SCREW,Travis Scott,,8857114,8/10/2018
10207,WAKE UP,Travis Scott,,8834140,8/10/2018
10208,NO BYSTANDERS,Travis Scott,,8706848,8/10/2018
10209,No Brainer,DJ Khaled,,8378119,8/10/2018
10210,STOP TRYING TO BE GOD,Travis Scott,,8203081,8/10/2018
10211,5% TINT,Travis Scott,,8082395,8/10/2018
10212,SAD!,XXXTENTACION,,7880680,8/10/2018
10213,CAN'T SAY,Travis Scott,,7609855,8/10/2018
10214,Taste ,Tyga,Offset,7430646,8/10/2018
10215,NC-17,Travis Scott,,7413935,8/10/2018
10216,I Like It,Cardi B,,7392168,8/10/2018
10217,Eastside,"benny blanco, Halsey, Khalid",,7329140,8/10/2018
10218,SKELETONS,Travis Scott,,7074891,8/10/2018
10219,WHO? WHAT!,Travis Scott,,6967068,8/10/2018
10220,Nonstop,Drake,,6959917,8/10/2018
10221,ASTROTHUNDER,Travis Scott,,6784048,8/10/2018
10222,Better Now,Post Malone,,6677790,8/10/2018
10223,Moonlight,XXXTENTACION,,6636800,8/10/2018
10224,BUTTERFLY EFFECT,Travis Scott,,6614930,8/10/2018
10225,Girls Like You ,Maroon 5,Cardi B,6540711,8/10/2018
10226,HOUSTONFORNICATION,Travis Scott,,6278045,8/10/2018
10227,God is a woman,Ariana Grande,,5764304,8/10/2018
10228,Yes Indeed,"Lil Baby, Drake",,5645981,8/10/2018
10229,Nice For What,Drake,,5334352,8/10/2018
10230,BIG BANK ,YG,"2 Chainz, Big Sean, Nicki Minaj",5222196,8/10/2018
10231,God's Plan,Drake,,4857429,8/10/2018
10232,COFFEE BEAN,Travis Scott,,4850123,8/10/2018
10233,Youngblood,5 Seconds of Summer,,4709550,8/10/2018
10234,Psycho ,Post Malone,Ty Dolla $ign,4696470,8/10/2018
10235,Jocelyn Flores,XXXTENTACION,,4345310,8/10/2018
10236,All Girls Are The Same,Juice WRLD,,4303537,8/10/2018
10237,Body ,Loud Luxury,Brando,4270583,8/10/2018
10238,Jackie Chan,"Tiesto, Dzeko",,4133543,8/10/2018
10239,Wasted ,Juice WRLD,Lil Uzi Vert,4030475,8/10/2018
10240,changes,XXXTENTACION,,3966310,8/10/2018
10241,I'm Upset,Drake,,3939691,8/10/2018
10242,Fuck Love ,XXXTENTACION,Trippie Redd,3879318,8/10/2018
10243,Don’t Matter To Me ,"Drake, Michael Jackson, Michael Jackson",,3829104,8/10/2018
10244,Look Alive ,BlocBoy JB,Drake,3773157,8/10/2018
10245,rockstar ,Post Malone,21 Savage,3750502,8/10/2018
10246,SWISH,Tyga,,3713855,8/10/2018
10247,Praise The Lord (Da Shine) ,A$AP Rocky,Skepta,3564315,8/10/2018
10248,Beautiful ,Bazzi,Camila Cabello,3482975,8/10/2018
10249,Happy Now,"Zedd, Elley Duhe",,3368219,8/10/2018
10250,Mob Ties,Drake,,3175989,8/10/2018
10251,Rise,Jonas Blue,,3136502,8/10/2018
10252,Te Boté - Remix,Nio Garcia,,3109312,8/10/2018
10253,I Fall Apart,Post Malone,,3098686,8/10/2018
10254,Ball For Me ,Post Malone,Nicki Minaj,3091376,8/10/2018
10255,Boo'd Up,Ella Mai,,2999033,8/10/2018
10256,In My Mind,Dynoro,,2980683,8/10/2018
10257,you should see me in a crown,Billie Eilish,,2897742,8/10/2018
10258,Everybody Dies In Their Nightmares,XXXTENTACION,,2857406,8/10/2018
10259,Ocean ,Martin Garrix,Khalid,2852926,8/10/2018
10260,lovely ,"Billie Eilish, Khalid",,2791559,8/10/2018
10261,High Hopes,Panic! At The Disco,,2778737,8/10/2018
10262,Lean Wit Me,Juice WRLD,,2767383,8/10/2018
10263,Solo ,Clean Bandit,Demi Lovato,2764239,8/10/2018
10264,no tears left to cry,Ariana Grande,,2760349,8/10/2018
10265,Plug Walk,Rich The Kid,,2701813,8/10/2018
10266,Self Care,Mac Miller,,2629220,8/10/2018
10267,Summertime Magic,Childish Gambino,,2619641,8/10/2018
10268,Love Lies,"Khalid, Normani",,2617701,8/10/2018
10269,One Kiss ,"Calvin Harris, Dua Lipa, Dua Lipa",,2608432,8/10/2018
10270,Ric Flair Drip,"Offset, Metro Boomin",,2586006,8/10/2018
10271,XO TOUR Llif3,Lil Uzi Vert,,2580481,8/10/2018
10272,Mine,Bazzi,,2528407,8/10/2018
10273,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,,2509277,8/10/2018
10274,All Mine,Kanye West,,2506703,8/10/2018
10275,goosebumps,Travis Scott,,2417486,8/10/2018
10276,Ladders,Mac Miller,,2409567,8/10/2018
10277,the remedy for a broken heart (why am I so in love),XXXTENTACION,,2403230,8/10/2018
10278,Meant to Be,"Bebe Rexha, Florida Georgia Line",Florida Georgia Line,2396874,8/10/2018
10279,Candy Paint,Post Malone,,2382557,8/10/2018
10280,Walk It Talk It,Migos,,2380181,8/10/2018
10281,Hopeless Romantic ,Wiz Khalifa,Swae Lee,2377232,8/10/2018
10282,OTW,Khalid,,2371136,8/10/2018
10283,Hope,XXXTENTACION,,2365773,8/10/2018
10284,Powerglide,"Rae Sremmurd, Juicy J",Juicy J,2336792,8/10/2018
10285,Look At Me!,XXXTENTACION,,2326336,8/10/2018
10286,Tequila,Dan + Shay,,2324091,8/10/2018
10287,Born To Be Yours,Kygo,,2283884,8/10/2018
10288,Natural,Imagine Dragons,,2278850,8/10/2018
10289,JAPAN,Famous Dex,,2271847,8/10/2018
10290,This Is America,Childish Gambino,,2265364,8/10/2018
10291,Hurt Feelings,Mac Miller,,2218063,8/10/2018
10292,Be Alright,Dean Lewis,,2213207,8/10/2018
10293,Side Effects ,The Chainsmokers,Emily Warren,2200268,8/10/2018
10294,The Middle,"Zedd, Maren Morris, Grey",,2180064,8/10/2018
10295,APESHIT,The Carters,,2171222,8/10/2018
10296,Legends,Juice WRLD,,2125997,8/10/2018
10297,Lust,Lil Skies,,2125535,8/10/2018
10298,Congratulations,Post Malone,,2091523,8/10/2018
10299,HANDGUN ,YG,A$AP Rocky,2089759,8/10/2018
10300,Shoota ,Playboi Carti,Lil Uzi Vert,2089258,8/10/2018
10301,Come Back to Earth,Mac Miller,,2081791,8/10/2018
10302,One Day ,Logic,Ryan Tedder,2068080,8/10/2018
10303,Watch ,Travis Scott,"Lil Uzi Vert, Kanye West",2058265,8/10/2018
10304,Mo Bamba,Sheck Wes,,2055195,8/10/2018
10305,Bed ,Nicki Minaj,Ariana Grande,2043416,8/10/2018
10306,HUMBLE.,Kendrick Lamar,,2024770,8/10/2018
10307,I'm a Mess,Bebe Rexha,,2014199,8/10/2018
10308,Simple,Florida Georgia Line,,1996300,8/10/2018
10309,What's the Use?,Mac Miller,,1990837,8/10/2018
10310,Red Roses ,Lil Skies,Landon Cube,1988352,8/10/2018
10311,BULLETPROOF ,YG,Jay 305,1988293,8/10/2018
10312,Nowadays ,Lil Skies,Landon Cube,1976910,8/10/2018
10313,Nephew ,Smokepurpp,Lil Pump,1969416,8/10/2018
10314,Nevermind,Dennis Lloyd,,1966535,8/10/2018
10315,Call Out My Name,The Weeknd,,1963009,8/10/2018
10316,Fr Fr ,Wiz Khalifa,Lil Skies,1958240,8/10/2018
10317,Roll In Peace ,Kodak Black,XXXTENTACION,1943502,8/10/2018
10318,Lie,NF,,1933183,8/10/2018
10319,I Might Need Security,Chance the Rapper,,1921753,8/10/2018
10320,Thunder,Imagine Dragons,,1915573,8/10/2018
10321,Stay,Post Malone,,1892605,8/10/2018
10322,Havana ,Camila Cabello,Young Thug,1881187,8/10/2018
10323,Bigger Than You ,2 Chainz,"Drake, Quavo",1880505,8/10/2018
10324,Playinwitme ,KYLE,Kehlani,1860800,8/10/2018
10325,PICK IT UP ,Famous Dex,A$AP Rocky,1846892,8/10/2018
10326,Freaky Friday ,Lil Dicky,Chris Brown,1846842,8/10/2018
10327,Beautiful Crazy,Luke Combs,,1837741,8/10/2018
10328,Don't Leave Me Alone ,David Guetta,Anne-Marie,1835562,8/10/2018
10329,Champion ,NAV,Travis Scott,1833425,8/10/2018
10330,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",,1828310,8/10/2018
10331,All The Stars,"Kendrick Lamar, SZA",,1797719,8/10/2018
10332,Stir Fry,Migos,,1789252,8/10/2018
10333,Young Dumb & Broke,Khalid,,1787174,8/10/2018
10334,Life Goes On,Lil Baby,,1783414,8/10/2018
10335,Bank Account,21 Savage,,1781969,8/10/2018
10336,Sin Pijama,Becky G,,1765552,8/10/2018
10337,Believer,Imagine Dragons,,1764828,8/10/2018
10338,Taking A Walk,Trippie Redd,,1755041,8/10/2018
10339,Paranoid,Post Malone,,1754852,8/10/2018
10340,FRIENDS,"Marshmello, Anne",,1747916,8/10/2018
10341,Location,Khalid,,1745685,8/10/2018
10342,TATI,6ix9ine,,1740144,8/10/2018
10343,Heaven,Kane Brown,,1738067,8/10/2018
10344,X,"Nicky Jam, J Balvin",,1737556,8/10/2018
10345,Narcos,Migos,,1735517,8/10/2018
10346,POWER ,YG,Ty Dolla $ign,1726088,8/10/2018
10347,Rich & Sad,Post Malone,,1719790,8/10/2018
10348,Ned Flanders ,MadeinTYO,A$AP Ferg,1708547,8/10/2018
10349,Connection,OneRepublic,,1687857,8/10/2018
10350,Can’t Take A Joke,Drake,,1685907,8/10/2018
10351,You Make It Easy,Jason Aldean,,1678438,8/10/2018
10352,NUMB,XXXTENTACION,,1662169,8/10/2018
10353,idontwannabeyouanymore,Billie Eilish,,1660878,8/10/2018
10354,Betrayed,Lil Xan,,1657424,8/10/2018
10355,Bodak Yellow,Cardi B,,1650865,8/10/2018
10356,Bounce Out With That,YBN Nahmir,,1648897,8/10/2018
10357,Creeping ,Lil Skies,Rich the Kid,1647520,8/10/2018
10358,Sober,Demi Lovato,,1639177,8/10/2018
10359,Africa,Toto,,1625560,8/10/2018
10360,Plain Jane,A$AP Ferg,,1624589,8/10/2018
10361,2002,Anne-Marie,,1605364,8/10/2018
10362,I Like Me Better,Lauv,,1598089,8/10/2018
10363,Emotionless,Drake,,1591385,8/10/2018
10364,1-800-273-8255,Logic,,1574122,8/10/2018
10365,Could've Been ,H.E.R.,Bryson Tiller,1573012,8/10/2018
10366,Wings,Mac Miller,,1565772,8/10/2018
10367,Shape of You,Ed Sheeran,,1553171,8/10/2018
10368,Spoil My Night ,Post Malone,Swae Lee,1548384,8/10/2018
10369,Perfecto,Mac Miller,,1547678,8/10/2018
10370,Let You Down,NF,,1541306,8/10/2018
10371,Elevate,Drake,,1535345,8/10/2018
10372,LOVE.,Kendrick Lamar,,1534951,8/10/2018
10373,Clandestino,Shakira,,1527535,8/10/2018
10374,KOD,J. Cole,,1526785,8/10/2018
10375,SLAY ,YG,Quavo,1524864,8/10/2018
10376,Delicate,Taylor Swift,,1522969,8/10/2018
10377,ocean eyes,Billie Eilish,,1518750,8/10/2018
10378,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,1511524,8/10/2018
10379,Black & White,Juice WRLD,,1498165,8/10/2018
10380,TOO COCKY,YG,,1497838,8/10/2018
10381,Unforgettable,French Montana,,1485042,8/10/2018
10382,No Limit,G-Eazy,,1479341,8/10/2018
10383,Be Careful,Cardi B,,1474995,8/10/2018
10384,92 Explorer,Post Malone,,1474780,8/10/2018
10385,Body Like A Back Road,Sam Hunt,,1468300,8/10/2018
10386,Silence,Marshmello,,1462217,8/10/2018
10387,IDGAF,Dua Lipa,,1461903,8/10/2018
10388,New Rules,Dua Lipa,,1451055,8/10/2018
10389,Esskeetit,Lil Pump,,1450983,8/10/2018
